class,order,family,genus,species,common_name,count_train,count_validation,count_test
,,,,,Blank,16477843,1609250,1048018
Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,3856989,384620,267429
Mammalia,Artiodactyla,Bovidae,Bos,taurus,Domestic Cattle,3322065,274972,186654
Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp Wallaby,721735,80112,30708
Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,687145,75080,60587
Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,532363,67438,97497
Mammalia,Primates,Hominidae,Homo,sapiens,Human,452354,40937,20933
Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,419200,42508,49536
Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,341772,45037,10506
Aves,,,,,Bird,311874,17890,25614
Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,285064,21304,26253
Mammalia,Cetartiodactyla,Cervidae,Cervus,elaphus,Red Deer,217185,24644,17902
Aves,Passeriformes,Corvidae,Corvus,corax,Common Raven,209824,4863,297
Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear,192530,15916,38576
Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild Turkey,182589,16311,8778
Mammalia,Cetartiodactyla,Tayassuidae,Pecari,tajacu,Collared Peccary,181116,24340,28942
Mammalia,Perissodactyla,Equidae,Equus,caballus,Domestic Horse,180369,4320,24156
Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Common Wombat,166241,17691,4412
Mammalia,Cetartiodactyla,Tayassuidae,Tayassu,pecari,White-lipped Peccary,152051,23626,10252
Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked Wallaby,150035,11270,1651
Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,148591,16066,6669
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Common Brushtail Possum,145060,15090,919
Mammalia,Cetartiodactyla,Cervidae,Capreolus,capreolus,European Roe Deer,143832,11207,2531
Mammalia,Cetartiodactyla,Bovidae,Philantomba,monticola,Blue Duiker,141277,8976,31017
Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern Grey Kangaroo,134636,11664,8227
Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,116115,19083,16755
Aves,Passeriformes,Corvidae,Corvus,,Corvus Species,111509,1162,90337
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,nigrifrons,Black-fronted Duiker,107790,9810,15796
Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern Fox Squirrel,103966,9667,2317
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,callipygus,Peters' Duiker,98354,6068,164
Mammalia,Cetartiodactyla,Cervidae,Mazama,americana,Red Brocket,96654,11925,9298
Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,95495,7982,15477
Mammalia,Rodentia,Muridae,Rattus,,Rattus Species,90274,9955,1873
Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Spotted Paca,87004,9272,14472
Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,80895,6929,22900
Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail,79288,10798,11551
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,79222,15301,17429
Mammalia,Cetartiodactyla,Cervidae,Cervus,nippon,Sika Deer,78590,6365,0
Mammalia,,,,,Mammal,78436,9048,7902
Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Lowland Tapir,77021,10147,15123
Mammalia,Cetartiodactyla,Bovidae,Bison,bison,American Bison,76318,12227,11162
Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Common Long-tailed Macaque,75663,11656,1285
Aves,Galliformes,Cracidae,Mitu,tuberosum,Razor-billed Curassow,75144,4629,25895
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Red-rumped Agouti,73407,5834,8611
Aves,Gruiformes,Psophiidae,Psophia,crepitans,Gray-winged Trumpeter,73284,9959,11
Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,73217,7184,11015
Mammalia,Cetartiodactyla,Cervidae,Dama,dama,Common Fallow Deer,68999,2419,0
Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,65948,4744,21837
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American Agouti,63720,3852,1542
,,,,,Vehicle,63383,12078,7427
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black Agouti,60472,4827,17996
Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Grey Fox,58768,6020,17048
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,silvicultor,Yellow-backed Duiker,58092,8003,2796
Mammalia,Rodentia,Sciuridae,Sundasciurus,juvencus,Northern Palawan Tree Squirrel,56837,9018,0
Mammalia,Cetartiodactyla,Bovidae,Capra,aegagrus hircus,Domestic Goat,56542,3253,183
Mammalia,Cetartiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,55724,6098,11891
Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,European Rabbit,54584,9053,183
Mammalia,Rodentia,,,,Rodent,54459,5585,6788
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,spekii,Sitatunga,53264,18702,0
Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,52013,5630,0
Aves,Passeriformes,Menuridae,Menura,novaehollandiae,Superb Lyrebird,51168,6483,7646
Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded Armadillo,47886,5641,4387
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,harveyi,Harvey's Duiker,47444,2736,0
Aves,Galliformes,Phasianidae,Gallus,gallus domesticus,Domestic Chicken,46807,2441,2798
Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel,46429,4088,955
Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden Eagle,46421,2812,17923
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Elephant,45958,3021,2010
Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,44940,4931,8275
Mammalia,Rodentia,Sciuridae,Sciurus,griseus,Western Gray Squirrel,40273,4714,1357
Mammalia,Cetartiodactyla,Bovidae,Kobus,vardonii,Puku,39711,8335,0
Mammalia,Rodentia,Muridae,,,Muridae Family,39379,4082,1462
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,Black-rumped Agouti,38662,6431,0
Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied Marmot,37589,315,16
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,muntjak,Southern Red Muntjac,36573,2823,11837
Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,35435,3974,3365
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,35009,3855,0
Mammalia,Artiodactyla,Bovidae,Ovis,aries,Domestic Sheep,33844,559,6907
Mammalia,Cetartiodactyla,Cervidae,Rusa,unicolor,Sambar,33357,4465,1810
Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe Hare,31569,2735,899
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,Roatan Island Agouti,31309,2333,0
Aves,Galliformes,Cracidae,Crax,alector,Black Curassow,31233,4755,0
Mammalia,Lagomorpha,Leporidae,,,Rabbit and Hare Family,30320,1232,3939
Mammalia,Cetartiodactyla,Cervidae,Mazama,,Mazama Species,29928,5343,9864
Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Gambian Rat,29288,2341,25
Mammalia,Cetartiodactyla,Cervidae,Mazama,nemorivaga,Amazonian Brown Brocket,28977,5270,4225
Mammalia,Cetartiodactyla,Bovidae,Nesotragus,moschatus,Suni,28018,3904,0
Mammalia,Cetartiodactyla,Bovidae,Budorcas,taxicolor,Takin,27719,1865,0
Mammalia,Carnivora,Procyonidae,Nasua,nasua,South American Coati,26345,2439,1794
Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed Rock Wallaby,26248,3502,0
Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European Hare,25800,1927,100
Mammalia,Cetartiodactyla,Bovidae,Madoqua,guentheri,Guenther's Dik-dik,25667,1816,0
Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown Bear,25245,857,2654
Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue Monkey,25233,17136,469
Aves,Galliformes,Megapodiidae,Alectura,lathami,Australian Brush-turkey,25186,1731,9840
Mammalia,Rodentia,Dasyproctidae,Myoprocta,pratti,Green Acouchi,24030,1966,0
Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Arizona Black-tailed Prairie Dog,23372,2594,824
Mammalia,Cetartiodactyla,Suidae,Potamochoerus,porcus,Red River Hog,23275,3372,491
Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern Chipmunk,22770,1853,2997
Aves,Passeriformes,Turdidae,Turdus,migratorius,American Robin,22423,1749,190
Mammalia,Cetartiodactyla,Bovidae,Syncerus,caffer,African Buffalo,22272,3660,1321
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,azarae,Azara's Agouti,21820,2697,22297
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,dorsalis,Bay Duiker,21482,1318,2361
Mammalia,Perissodactyla,Equidae,Equus,asinus,Domestic Donkey,20666,0,455
Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed Bandicoot,20338,2375,4174
Mammalia,Scandentia,Tupaiidae,Tupaia,palawanensis,Palawan Treeshrew,20258,2775,0
Aves,Passeriformes,,,,Passeriformes Order,20172,2227,29543
Aves,Galliformes,Phasianidae,Phasianus,colchicus,Ring-necked Pheasant,19932,345,78
Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Forest Giant Pouched Rat,19751,961,31
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,ogilbyi,Ogilby's Duiker,19428,462,13370
Mammalia,Carnivora,Felidae,Leopardus,pardalis,Ocelot,18918,1867,1883
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,atherodes,Bornean Yellow Muntjac,18571,794,0
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,napu,Greater Oriental Chevrotain,17632,1002,788
Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Common Opossum,17190,1549,5719
Mammalia,Rodentia,Cricetidae,Neotoma,fuscipes,Dusky-footed Woodrat,17019,1275,281
Mammalia,Primates,Cercopithecidae,Cercocebus,sanjei,Sanje River Mangabey,16994,1998,0
Mammalia,Cetartiodactyla,Suidae,Potamochoerus,larvatus,Bushpig,16915,4675,210
Mammalia,Cetartiodactyla,Cervidae,Elaphodus,cephalophus,Tufted Deer,16784,736,0
Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Red Acouchi,16746,1044,0
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald Eagle,16702,2196,14686
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,caninus,Short-eared Brushtail Possum,16230,1120,2858
Mammalia,Cingulata,Dasypodidae,Dasypus,,Dasypus Species,15731,1817,3265
Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Common Wallaroo,15559,2709,625
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,15527,2014,267
Mammalia,Carnivora,Mustelidae,Meles,meles,Eurasian Badger,15463,3585,389
Mammalia,Cetartiodactyla,Bovidae,Aepyceros,melampus,Impala,15430,6076,0
Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Malayan Porcupine,15384,849,2532
Mammalia,Carnivora,Canidae,Canis,aureus,Golden Jackal,15232,2984,5
Aves,Gruiformes,Psophiidae,Psophia,leucoptera,White-winged Trumpeter,15114,948,1145
Mammalia,Lagomorpha,Leporidae,Lepus,townsendii,White-tailed Jackrabbit,14973,1313,863
Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped Skunk,14912,1742,2761
Mammalia,Carnivora,Herpestidae,Bdeogale,crassicauda,Bushy-tailed Mongoose,14782,1580,0
Mammalia,Carnivora,Felidae,Puma,concolor,Puma,14764,1273,1830
Aves,Anseriformes,,,,Anseriformes Order,14516,3356,1231
Aves,Galliformes,Phasianidae,Argusianus,argus,Argos Real,14408,1722,3986
Aves,Galliformes,Cracidae,Mitu,salvini,Salvin's Curassow,14310,1027,0
Mammalia,Rodentia,Muridae,Mus,musculus,House Mouse,14235,1649,0
Aves,Galliformes,Cracidae,Crax,fasciolata,Bare-faced Curassow,14111,1365,676
Mammalia,Cetartiodactyla,Cervidae,,,Cervidae Family,13991,1598,3268
Mammalia,Lagomorpha,Leporidae,Sylvilagus,,Sylvilagus Species,13905,1722,28
Aves,Gruiformes,Psophiidae,Psophia,viridis,Dark-winged Trumpeter,13697,2200,5201
Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed Hawk,13586,46,1666
Mammalia,Carnivora,Canidae,Canis,lupus,Grey Wolf,13524,1536,2492
Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,13396,1847,612
Aves,Struthioniformes,Tinamidae,Tinamus,major,Great Tinamou,13263,1065,455
Aves,Passeriformes,Corcoracidae,Corcorax,melanorhamphos,White-winged Chough,12803,705,0
Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'Hoest's Monkey,12747,1469,427
Mammalia,Primates,Cercopithecidae,Papio,anubis,Olive Baboon,12610,1421,93
Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Desert Cottontail,12267,457,0
Mammalia,Carnivora,Mephitidae,Mydaus,marchei,Palawan Stink-badger,12218,608,66
Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian Red Squirrel,12155,811,209
Mammalia,Artiodactyla,Suidae,Sus,scrofa scrofa,Domestic Pig,12129,633,104
Aves,Passeriformes,Corvidae,Corvus,orru,Torresian Crow,12070,270,0
Mammalia,Carnivora,Canidae,Cerdocyon,thous,Crab-eating Fox,12035,412,52
Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western Gray Kangaroo,11808,2071,0
Mammalia,Carnivora,Viverridae,Viverra,tangalunga,Malay Civet,11759,1329,0
Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,Culpeo,11723,1700,0
Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden Mantled Ground Squirrel,11621,129,215
Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant Anteater,11226,1303,1650
Mammalia,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,Common Tapeti,11071,558,0
Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed Jackrabbit,11052,1584,1931
Aves,Galliformes,Numididae,Agelastes,niger,Black Guineafowl,11046,308,97
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,cunninghami,Mountain Brushtail Possum,10936,2062,9
Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian Crested Porcupine,10876,1142,0
Mammalia,Cetartiodactyla,Bovidae,Pseudois,nayaur,Blue Sheep,10713,1343,0
Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Four-toed Sengi,10309,127,0
Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,10174,165,0
Mammalia,Diprotodontia,Macropodidae,,,Kangaroo Family,9826,1280,1990
Mammalia,Diprotodontia,Macropodidae,Thylogale,,Thylogale Species,9670,45,0
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,reevesi,Reeves' Muntjac,9657,774,0
Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,9578,1081,438
Mammalia,Cetartiodactyla,Bovidae,Naemorhedus,griseus,Chinese Goral,9436,1770,0
Mammalia,Rodentia,Hystricidae,Atherurus,africanus,African Brush-tailed Porcupine,9422,359,3143
Mammalia,Primates,Cercopithecidae,Papio,kindae,Kinda Baboon,9221,6981,0
Reptilia,,,,,Reptile,9199,141,218
Mammalia,Carnivora,Mustelidae,Martes,americana,American Marten,9188,443,117
Mammalia,Chordata,Canidae,Canis,lupus dingo,Dingo,9093,939,1056
Aves,Cathartiformes,Cathartidae,Cathartes,aura,Turkey Vulture,8994,118,498
Mammalia,Rodentia,Cricetidae,Peromyscus,,Peromyscus Species,8981,338,2
Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,8977,862,920
Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed Antelope Squirrel,8926,16,0
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,,Muntjac Species,8892,594,0
Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern Brown Bandicoot,8846,1083,1367
Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's Zebra,8797,1277,0
Aves,Galliformes,Numididae,Guttera,pucherani,Pintade huppée,8680,730,9
Mammalia,Cetartiodactyla,Bovidae,Capricornis,milneedwardsii,Chinese Serow,8598,684,505
Mammalia,Cetartiodactyla,Bovidae,Rupicapra,rupicapra,Northern Chamois,8543,144,1176
Mammalia,Cetartiodactyla,Tragulidae,,,Mouse-deer Family,8412,794,0
Mammalia,Rodentia,Hystricidae,Hystrix,crassispinis,Thick-spined Porcupine,8408,617,0
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatum,North American Porcupine,8401,1297,174
Mammalia,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked Pademelon,8143,5419,279
Mammalia,Rodentia,Castoridae,Castor,canadensis,American Beaver,8121,209,53
Mammalia,Cingulata,Dasypodidae,Dasypus,kappleri,Greater Long-nosed Armadillo,8110,606,142
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,variegata,Brown Agouti,8064,969,0
Mammalia,Primates,Hylobatidae,,,Hylobatidae Family,7970,556,0
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asian Elephant,7962,267,791
Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked Echidna,7936,799,239
Mammalia,Perissodactyla,Tapiridae,Tapirus,bairdii,Baird's Tapir,7829,276,0
Aves,Struthioniformes,Tinamidae,Crypturellus,,Crypturellus Species,7721,1187,426
Mammalia,Lagomorpha,Leporidae,Sylvilagus,bachmani,Brush Rabbit,7702,747,3
Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed Potoroo,7700,679,652
Mammalia,Rodentia,Echimyidae,Proechimys,brevicauda,Huallaga Spiny Rat,7679,333,0
Mammalia,Rodentia,Hystricidae,Trichys,fasciculata,Long-tailed Porcupine,7572,538,18
Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Common Palm Civet,7408,825,244
Aves,Galliformes,Phasianidae,Lophura,diardi,Siamese Fireback,7214,1218,0
Mammalia,Rodentia,Muridae,Rattus,rattus,House Rat,7182,1008,0
Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile Wallaby,7179,349,0
Aves,Passeriformes,Monarchidae,Grallina,cyanoleuca,Magpie-lark,7169,91,0
Aves,Galliformes,Phasianidae,Ithaginis,cruentus,Blood Pheasant,7048,229,0
Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,grimmia,Common Duiker,7028,283,0
Mammalia,Cetartiodactyla,Bovidae,Gazella,gazella,Mountain Gazelle,7004,2863,0
Mammalia,Carnivora,Viverridae,Paguma,larvata,Masked Palm Civet,7001,1483,66
Mammalia,Cetartiodactyla,Cervidae,Odocoileus,,Odocoileus Species,6902,430,746
Aves,Gruiformes,Rallidae,Aramides,cajaneus,Grey-necked Wood-rail,6865,685,646
Mammalia,Cetartiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,6858,3001,0
Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed Macaque,6800,625,0
Aves,Passeriformes,Turdidae,Turdus,merula,Common Blackbird,6719,419,295
Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,American Crow,6686,912,2482
Mammalia,Cetartiodactyla,Bovidae,Ovis,orientalis,Mouflon,6642,400,0
Mammalia,Cetartiodactyla,Bovidae,Bos,gaurus,Gaur,6612,178,0
Aves,Galliformes,Phasianidae,Gallus,gallus,Red Junglefowl,6543,377,72
Mammalia,Cetartiodactyla,Cervidae,Mazama,gouazoubira,Gray Brocket,6476,645,3
Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,6475,222,1
Aves,Passeriformes,Artamidae,Gymnorhina,tibicen,Australian Magpie,6405,734,756
Mammalia,Carnivora,Mustelidae,Pekania,pennanti,Fisher,6253,383,724
Mammalia,Rodentia,Cricetidae,Neotoma,cinerea,Bushy-tailed Woodrat,6123,423,0
Aves,Gruiformes,Psophiidae,Psophia,obscura,Black-winged Trumpeter,5989,679,0
Aves,Galliformes,Numididae,Acryllium,vulturinum,Vulturine Guineafowl,5986,451,0
Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged Pademelon,5965,2883,0
Mammalia,Cetartiodactyla,Bovidae,Capra,,Capra Species,5961,460,0
Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,5923,676,842
Aves,Passeriformes,Artamidae,Strepera,graculina,Pied Currawong,5760,1552,640
Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun Bear,5698,496,202
Mammalia,Rodentia,Sciuridae,Otospermophilus,beecheyi,California Ground Squirrel,5661,373,151
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,spadix,Abbott's Duiker,5597,317,0
Aves,Columbiformes,Columbidae,Leptotila,rufaxilla,Grey-fronted Dove,5461,642,1105
Aves,Columbiformes,Columbidae,Leucosarcia,melanoleuca,Wonga Pigeon,5394,297,907
Aves,Passeriformes,Pachycephalidae,Colluricincla,harmonica,Grey Shrike-thrush,5383,481,258
Aves,Struthioniformes,Tinamidae,Tinamus,tao,Grey Tinamou,5317,328,953
Aves,Galliformes,Cracidae,Penelope,jacquacu,Spix's Guan,5302,408,2150
Mammalia,Cetartiodactyla,Bovidae,Gazella,dorcas,Dorcas Gazelle,5248,97,0
Mammalia,Rodentia,Sciuridae,Neotamias,,Neotamias Species,5239,863,108
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,Grey-bellied Dunnart,5169,987,0
Aves,Columbiformes,Columbidae,Geotrygon,montana,Ruddy Quail-dove,5159,419,303
Mammalia,Rodentia,Sciuridae,,,Sciuridae Family,5051,365,1326
Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Brown Four-eyed Opossum,5005,439,410
Mammalia,Rodentia,Muridae,Rattus,norvegicus,Brown Rat,4968,310,3
Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,4950,517,454
Mammalia,Lagomorpha,Leporidae,Lepus,,Lepus Species,4946,179,111
Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed Coati,4911,251,0
Mammalia,Perissodactyla,Equidae,Equus,quagga,Plains Zebra,4881,1890,0
Aves,Pelecaniformes,Threskiornithidae,Lophotibis,cristata,Madagascar Crested Ibis,4830,175,0
Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard Cat,4812,396,659
Aves,Columbiformes,Columbidae,Zentrygon,frenata,White-throated Quail-dove,4752,476,0
Aves,Galliformes,Cracidae,Nothocrax,urumutum,Nocturnal Curassow,4747,1114,113
Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada Lynx,4704,288,524
Mammalia,Carnivora,Mustelidae,Martes,,Martes Species,4703,831,116
Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Capybara,4687,104,134
Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar Wallaby,4654,189,0
Mammalia,Carnivora,Viverridae,Genetta,servalina,Servaline Genet,4649,672,166
Mammalia,Lagomorpha,Leporidae,Lepus,capensis,Cape Hare,4614,304,0
Aves,Passeriformes,Corvidae,Pica,hudsonia,Black-billed Magpie,4551,240,1056
Aves,Columbiformes,Columbidae,Leptotila,verreauxi,White-tipped Dove,4546,420,405
Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic Black Bear,4544,328,0
Mammalia,Rodentia,Cricetidae,Peromyscus,leucopus,White-footed Mouse,4511,197,0
Aves,Galliformes,Numididae,Guttera,plumifera,Plumed Guineafowl,4501,742,46
Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,4438,1426,0
Mammalia,Carnivora,Herpestidae,Herpestes,brachyurus,Short-tailed Mongoose,4431,518,2
Mammalia,Didelphimorphia,Didelphidae,,,Possum Family,4416,573,466
Aves,Passeriformes,Corvidae,,,Corvidae Family,4390,652,10
Aves,Struthioniformes,Tinamidae,Tinamus,,Tinamus Species,4365,451,1102
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,vaginalis,Northern Red Muntjac,4364,593,0
Aves,Struthioniformes,Tinamidae,,,Tinamidae Family,4352,524,995
Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,4317,209,33
Mammalia,Diprotodontia,Macropodidae,Macropus,parryi,Whiptail Wallaby,4305,1184,0
Aves,Passeriformes,Pittidae,Pitta,sordida,Western Hooded Pitta,4295,224,22
Mammalia,Rodentia,Cricetidae,,,Cricetidae Family,4258,710,3
Mammalia,Carnivora,Mustelidae,Martes,caurina,Pacific Marten,4159,210,453
Mammalia,Carnivora,Mustelidae,Melogale,moschata,Small-toothed Ferret Badger,4154,216,138
Mammalia,Rodentia,Hystricidae,Hystrix,pumila,Phillipine Porcupine,4119,265,149
Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,Banded Civet,4091,421,108
Mammalia,Carnivora,Canidae,Canis,,Canis Species,4015,86,211
Mammalia,Perissodactyla,Equidae,Equus,ferus,Przewalski's Horse,3963,119,0
Mammalia,Primates,Aotidae,Aotus,nigriceps,Black-headed Night Monkey,3953,1246,0
Aves,Columbiformes,Columbidae,Leptotila,,Leptotila Species,3883,177,248
Mammalia,Rodentia,Muridae,Rattus,tanezumi,Oriental House Rat,3815,0,0
Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Northern Plains Gray Langur,3801,147,0
Aves,Galliformes,Phasianidae,Polyplectron,napoleonis,Palawan Peacock-pheasant,3714,443,16
Mammalia,Dasyuromorphia,Dasyuridae,,,Dasyuridae Family,3689,307,18
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,kanchil,Lesser Oriental Chevrotain,3591,378,3926
Mammalia,Perissodactyla,Tapiridae,Tapirus,indicus,Malay Tapir,3566,412,2135
Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American Badger,3558,137,609
Mammalia,Cingulata,Chlamyphoridae,Priodontes,maximus,Giant Armadillo,3528,211,776
Aves,Passeriformes,Corvidae,Cyanocitta,cristata,Blue Jay,3479,275,267
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,,Trichosurus Species,3479,1095,1773
Aves,Cathartiformes,Cathartidae,Coragyps,atratus,American Black Vulture,3445,512,4
Mammalia,Rodentia,Sciuridae,Funisciurus,leucogenys,Orange Headed Tree Squirrel,3441,108,0
Mammalia,Cetartiodactyla,Cervidae,Mazama,temama,Central American Red Brocket,3437,152,0
Aves,Gruiformes,Psophiidae,Psophia,dextralis,Olive-winged Trumpeter,3408,484,12
Mammalia,Peramelemorphia,Peramelidae,,,Peramelidae Family,3399,504,463
Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Milne-edwards' Macaque,3398,191,0
Mammalia,Rodentia,Sciuridae,Urocitellus,columbianus,Columbian Ground Squirrel,3346,411,0
